iter	RMSE
523	0.520859184
524	0.5208572425
525	0.5208530089
526	0.5208393834
527	0.5208295589
528	0.5208088006
529	0.520795611
530	0.5207846377
531	0.5207813565
532	0.5207636669
533	0.52075417
534	0.520739791
535	0.5207301568
536	0.520715549
537	0.5207128779
538	0.520698906
539	0.5206838556
540	0.5206714786
541	0.520669566
542	0.5206550579
543	0.5206486013
544	0.5206453624
545	0.5206366454
546	0.5206241916
547	0.5206194714
548	0.5206123179
549	0.5205939228
550	0.5205917004
551	0.5205753114
552	0.5205711988
553	0.5205609737
554	0.5205468413
555	0.5205439626
556	0.5205327073
557	0.5205303128
558	0.5205281646
559	0.5205157736
560	0.5205119521
561	0.5205081764
562	0.5205067644
563	0.5205031396
564	0.5204979298
565	0.5204934533
566	0.5204896005
567	0.5204843503
568	0.5204761595
569	0.5204712113
570	0.520469342
571	0.5204600998
572	0.5204486627
573	0.5204464578
574	0.5204315835
575	0.520429083
576	0.5204278546
577	0.5204262412
578	0.5204152424
579	0.5204008596
580	0.5203780403
581	0.5203624696
582	0.5203603425
583	0.5203391161
584	0.5203245813
585	0.5203055369
586	0.5203000378
587	0.5202930462
588	0.5202771643
589	0.5202636472
590	0.5202630911
591	0.520245045
592	0.5202409423
593	0.5202396252
594	0.5202344468
595	0.5202303368
596	0.5202214701
597	0.5202197483
598	0.5201989212
599	0.5201866035
600	0.5201815347
601	0.5201750268
602	0.5201741077
603	0.5201735483
604	0.5201695212
605	0.5201682585
606	0.5201594855
607	0.520147015
608	0.5201299746
609	0.5201242846
610	0.5201060845
611	0.5201014383
612	0.5200991065
613	0.5200978575
614	0.520094016
615	0.520092263
616	0.5200874248
617	0.5200788935
618	0.5200751643
619	0.52006394
620	0.52005941
621	0.5200505074
622	0.5200426364
623	0.5200266033
624	0.5200178633
625	0.5200017641
626	0.519999844
627	0.5199810448
628	0.5199766783
629	0.5199753417
630	0.5199725672
631	0.5199685803
632	0.5199656197
633	0.5199476641
634	0.5199435825
635	0.5199401629
636	0.5199258823
637	0.5199091019
638	0.5199007713
639	0.5198856277
640	0.5198841575
641	0.5198777222
642	0.5198732448
643	0.5198695095
644	0.5198661338
645	0.5198583459
646	0.5198574354
647	0.519850927
648	0.5198493067
649	0.5198454168
650	0.5198409126
651	0.5198404322
652	0.519834279
653	0.5198297084
654	0.5198263939
655	0.5198191796
656	0.5198109581
657	0.5198051091
658	0.5198007811
659	0.5197929083
660	0.5197779488
661	0.5197745654
662	0.5197721003
663	0.5197619454
664	0.5197573553
665	0.5197491672
666	0.5197324841
667	0.5197249951
668	0.519708469
669	0.5196955386
670	0.5196947022
671	0.5196900385
672	0.5196858229
673	0.5196708559
674	0.5196574452
675	0.5196503648
676	0.5196396119
677	0.5196330264
678	0.5196245848
679	0.5196201355
680	0.5196171034
681	0.5196108468
682	0.5196080907
683	0.5195970871
684	0.519593739
685	0.5195876774
686	0.5195861992
687	0.5195800826
688	0.519566771
689	0.5195588975
690	0.5195519615
691	0.5195497978
692	0.5195487003
693	0.5195458231
694	0.5195440037
695	0.5195401293
696	0.5195347988
697	0.5195338563
698	0.5195308957
699	0.5195251499
700	0.5195216497
701	0.5195144514
702	0.51951244
703	0.5195107863
704	0.5195087204
705	0.5195059201
706	0.5195004828
707	0.5194881417
708	0.5194849031
709	0.5194810744
710	0.5194718699
711	0.5194658099
712	0.5194626363
713	0.5194591321
714	0.5194513344
715	0.5194481366
716	0.5194377179
717	0.5194351481
718	0.5194320025
719	0.519424131
720	0.5194223476
721	0.5194185093
722	0.5194170682
723	0.5194095992
724	0.5194090221
725	0.5194041826
726	0.5193985896
727	0.5193976977
728	0.519395811
729	0.5193911829
730	0.51938978
731	0.5193878695
732	0.5193762632
733	0.5193735797
734	0.5193703426
735	0.5193679419
736	0.5193608746
737	0.5193556563
738	0.5193542095
739	0.5193539162
740	0.5193446911
741	0.5193408233
742	0.5193380047
743	0.5193363051
744	0.5193285686
745	0.519326794
746	0.519318843
747	0.5193146286
748	0.519310548
749	0.5193007237
750	0.5192983487
751	0.5192931171
752	0.5192883486
753	0.5192821746
754	0.519279506
755	0.5192786687
756	0.5192770137
757	0.5192684545
758	0.5192664568
759	0.5192597735
760	0.5192558773
761	0.5192518286
762	0.5192514103
763	0.5192435065
764	0.519238462
765	0.519232863
766	0.5192313534
767	0.5192298352
768	0.5192283455
769	0.5192240866
770	0.5192228336
771	0.5192203024
772	0.5192178001
773	0.519213135
774	0.5192126745
775	0.5192092826
776	0.5192050301
777	0.5191980772
778	0.5191962392
779	0.5191926503
780	0.5191907709
781	0.5191867325
782	0.5191841694
783	0.5191835652
784	0.5191820765
785	0.5191803017
786	0.5191785646
787	0.519174411
788	0.5191703075
789	0.5191654044
790	0.5191648976
791	0.5191624752
792	0.5191571173
793	0.5191557048
794	0.5191506768
795	0.5191483523
796	0.5191469419
797	0.5191436968
798	0.5191424915
799	0.5191348899
800	0.5191325078
801	0.5191318499
802	0.5191315623
803	0.5191311944
804	0.519128069
805	0.5191242566
806	0.5191229911
807	0.5191195211
808	0.5191165634
809	0.5191143789
810	0.5191098285
811	0.5191051004
812	0.519100536
813	0.5190944524
814	0.5190939903
815	0.5190918896
816	0.5190905181
817	0.5190814443
818	0.5190810116
819	0.5190796084
820	0.5190780456
821	0.519073421
822	0.5190699596
823	0.5190697049
824	0.5190653755
825	0.5190644972
826	0.5190605191
827	0.5190588057
828	0.5190582551
829	0.5190572876
830	0.5190555353
831	0.5190534783
832	0.5190511914
833	0.5190497144
834	0.5190479772
835	0.519046907
836	0.5190448092
837	0.5190406782
838	0.5190347773
839	0.5190313872
840	0.5190300549
841	0.5190275038
842	0.5190238392
843	0.5190219064
844	0.5190164679
845	0.5190139683
846	0.5190109422
847	0.5190030303
848	0.519001689
849	0.5189952258
850	0.5189878237
851	0.5189841252
852	0.5189768892
853	0.5189738139
854	0.5189721774
855	0.5189692146
856	0.5189685097
857	0.5189673755
858	0.5189607683
859	0.5189576811
860	0.5189549045
861	0.518953596
862	0.5189527248
863	0.5189516076
864	0.518951356
865	0.5189505942
866	0.5189442403
867	0.5189417012
868	0.5189414475
869	0.5189412118
870	0.5189397113
871	0.5189383872
872	0.5189373592
873	0.5189370315
874	0.5189356016
875	0.5189345917
876	0.5189311498
877	0.5189278308
878	0.5189268352
879	0.5189234469
880	0.5189229009
881	0.5189225129
882	0.5189222061
883	0.5189214072
884	0.5189212321
885	0.5189210976
886	0.5189148472
887	0.5189144314
888	0.5189132368
889	0.5189088785
890	0.5189063869
891	0.51890133
892	0.5189006834
893	0.5188992042
894	0.5188959074
895	0.5188903968
896	0.5188850336
897	0.5188821134
898	0.5188781901
899	0.5188745069
900	0.5188700265
901	0.5188652486
902	0.518864532
903	0.5188614973
904	0.5188585478
905	0.5188561436
906	0.5188557588
907	0.5188544818
908	0.5188533804
909	0.5188520188
910	0.5188482423
911	0.5188480472
912	0.518845769
913	0.5188446483
914	0.5188423343
915	0.5188410579
916	0.518836607
917	0.518835932
918	0.5188346017
919	0.5188339307
920	0.5188332252
921	0.5188303148
922	0.5188267174
923	0.5188220762
924	0.5188176091
925	0.5188166722
926	0.5188153403
927	0.5188123472
928	0.5188097346
929	0.5188069678
930	0.5188031663
931	0.5188021938
932	0.5187993267
933	0.5187967463
934	0.5187958943
935	0.5187950418
936	0.5187920985
937	0.5187912353
938	0.5187906275
939	0.5187873341
940	0.5187853951
941	0.5187845296
942	0.5187819534
943	0.5187811871
944	0.5187804117
945	0.5187775569
946	0.518775348
947	0.5187723852
948	0.5187699123
949	0.5187690763
950	0.5187652901
951	0.5187646386
952	0.5187627851
953	0.5187622594
954	0.5187615102
955	0.5187606537
956	0.5187595604
957	0.5187576752
958	0.5187562533
959	0.5187555445
960	0.5187530314
961	0.5187523168
962	0.5187516701
963	0.5187509279
964	0.5187501824
965	0.5187478156
966	0.5187471831
967	0.5187464946
968	0.5187457118
969	0.5187447706
970	0.5187424071
971	0.5187400362
972	0.5187365911
973	0.5187359345
974	0.5187352323
975	0.518734266
976	0.5187319513
977	0.5187310802
978	0.5187302894
979	0.5187297173
980	0.5187275215
981	0.5187252849
982	0.5187245603
983	0.5187220537
984	0.5187214162
985	0.5187205636
986	0.5187186907
987	0.5187151586
988	0.5187124721
989	0.5187106914
990	0.518709993
991	0.5187071336
992	0.5187039965
993	0.5187023068
994	0.518700235
995	0.5186996973
996	0.5186991361
997	0.5186985551
998	0.518696979
999	0.5186943573
